date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:28	145806/145806	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/product-details.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/product-details.html	(from https://grostore-html.themetags.com/index.html)
15:38:29	116328/116328	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/blog-grid.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/blog-grid.html	(from https://grostore-html.themetags.com/index.html)
15:38:30	123851/123851	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/blog-listing.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/blog-listing.html	(from https://grostore-html.themetags.com/index.html)
15:38:31	130958/130958	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/blog-details.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/blog-details.html	(from https://grostore-html.themetags.com/index.html)
15:38:32	123362/123362	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/about.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/about.html	(from https://grostore-html.themetags.com/index.html)
15:38:33	114903/114903	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/services.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/services.html	(from https://grostore-html.themetags.com/index.html)
15:38:34	106651/106651	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/service-details.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/service-details.html	(from https://grostore-html.themetags.com/index.html)
15:38:35	142226/142226	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/my-account.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/my-account.html	(from https://grostore-html.themetags.com/index.html)
15:38:36	102796/102796	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/cart.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/cart.html	(from https://grostore-html.themetags.com/index.html)
15:38:37	97359/97359	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/wishlist.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/wishlist.html	(from https://grostore-html.themetags.com/index.html)
15:38:38	103909/103909	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/checkout.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/checkout.html	(from https://grostore-html.themetags.com/index.html)
15:38:39	89590/89590	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/invoice.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/invoice.html	(from https://grostore-html.themetags.com/index.html)
15:38:40	92688/92688	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/contact.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/contact.html	(from https://grostore-html.themetags.com/index.html)
15:38:41	93341/93341	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/team.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/team.html	(from https://grostore-html.themetags.com/index.html)
15:38:42	6135/6135	---M-Z	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202023%2013:49:18%20GMT	https://grostore-html.themetags.com/login.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/login.html	(from https://grostore-html.themetags.com/index.html)
15:38:43	5852/5852	---M-Z	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202023%2013:49:18%20GMT	https://grostore-html.themetags.com/signup.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/signup.html	(from https://grostore-html.themetags.com/index.html)
15:38:44	85074/85074	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/404.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/404.html	(from https://grostore-html.themetags.com/index.html)
15:38:45	85239/85239	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/500.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/500.html	(from https://grostore-html.themetags.com/index.html)
15:38:46	89833/89833	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/campaigns.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/campaigns.html	(from https://grostore-html.themetags.com/index.html)
15:38:47	108904/108904	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/campaign-single.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/campaign-single.html	(from https://grostore-html.themetags.com/index.html)
15:38:48	92489/92489	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Jul%202023%2023:14:34%20GMT	https://grostore-html.themetags.com/coupons.html	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/coupons.html	(from https://grostore-html.themetags.com/index.html)
15:38:49	23539/23539	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/thumb-sm-1.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/thumb-sm-1.png	(from https://grostore-html.themetags.com/index.html)
15:38:50	22557/22557	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/thumb-sm-2.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/thumb-sm-2.png	(from https://grostore-html.themetags.com/index.html)
15:38:51	23928/23928	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/thumb-sm-3.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/thumb-sm-3.png	(from https://grostore-html.themetags.com/index.html)
15:38:52	30331/30331	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/thumb-sm-4.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/thumb-sm-4.png	(from https://grostore-html.themetags.com/index.html)
15:38:53	17001/17001	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/leaf-shadow.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/leaf-shadow.png	(from https://grostore-html.themetags.com/index.html)
15:38:54	6117/6117	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/mango.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/mango.png	(from https://grostore-html.themetags.com/index.html)
15:38:55	5797/5797	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/hero-circle-sm.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/hero-circle-sm.png	(from https://grostore-html.themetags.com/index.html)
15:38:57	114832/114832	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/home1/fruits.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/home1/fruits.png	(from https://grostore-html.themetags.com/index.html)
15:38:59	15222/15222	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/orange-1.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/orange-1.png	(from https://grostore-html.themetags.com/index.html)
15:38:59	62282/62282	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/tree.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/tree.png	(from https://grostore-html.themetags.com/index.html)
15:39:00	13601/13601	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/orange-2.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/orange-2.png	(from https://grostore-html.themetags.com/index.html)
15:39:01	129087/129087	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/hero-circle-lg.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/hero-circle-lg.png	(from https://grostore-html.themetags.com/index.html)
15:39:01	10730/10730	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/bg-shape.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/bg-shape.png	(from https://grostore-html.themetags.com/index.html)
15:39:02	2363/2363	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/category/vegetable.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/category/vegetable.png	(from https://grostore-html.themetags.com/index.html)
15:39:03	1966/1966	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/category/milk.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/category/milk.png	(from https://grostore-html.themetags.com/index.html)
15:39:04	6788/6788	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/roll-1.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/roll-1.png	(from https://grostore-html.themetags.com/index.html)
15:39:05	8057/8057	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/roll-2.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/roll-2.png	(from https://grostore-html.themetags.com/index.html)
15:39:06	43151/43151	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/p-sm-1.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/p-sm-1.png	(from https://grostore-html.themetags.com/index.html)
15:39:07	36549/36549	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/p-sm-2.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/p-sm-2.png	(from https://grostore-html.themetags.com/index.html)
15:39:08	47178/47178	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/p-sm-3.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/p-sm-3.png	(from https://grostore-html.themetags.com/index.html)
15:39:09	34012/34012	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/p-sm-5.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/p-sm-5.png	(from https://grostore-html.themetags.com/index.html)
15:39:11	65151/65151	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/pago.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/pago.png	(from https://grostore-html.themetags.com/index.html)
15:39:11	11337/11337	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/circle-md.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/circle-md.png	(from https://grostore-html.themetags.com/index.html)
15:39:12	47362/47362	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/p-sm-4.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/p-sm-4.png	(from https://grostore-html.themetags.com/index.html)
15:39:13	24486/24486	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/p-sm-6.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/p-sm-6.png	(from https://grostore-html.themetags.com/index.html)
15:39:14	8414/8414	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/bg-shape-2.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/bg-shape-2.png	(from https://grostore-html.themetags.com/index.html)
15:39:15	4108/4108	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/garlic.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/garlic.png	(from https://grostore-html.themetags.com/index.html)
15:39:16	5833/5833	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/carrot.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/carrot.png	(from https://grostore-html.themetags.com/index.html)
15:39:17	13227/13227	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/mashrom.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/mashrom.png	(from https://grostore-html.themetags.com/index.html)
15:39:18	26598/26598	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/apple.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/apple.png	(from https://grostore-html.themetags.com/index.html)
15:39:19	19362/19362	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/apple-black.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/apple-black.png	(from https://grostore-html.themetags.com/index.html)
15:39:20	22349/22349	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/pinut.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/pinut.png	(from https://grostore-html.themetags.com/index.html)
15:39:21	26408/26408	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/stroberry.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/stroberry.png	(from https://grostore-html.themetags.com/index.html)
15:39:22	9397/9397	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/bg-shape-3.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/bg-shape-3.png	(from https://grostore-html.themetags.com/index.html)
15:39:24	91156/91156	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/banner/banner-1.jpg	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/banner/banner-1.jpg	(from https://grostore-html.themetags.com/index.html)
15:39:25	14728/14728	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/capsicum.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/capsicum.png	(from https://grostore-html.themetags.com/index.html)
15:39:25	19774/19774	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/products/lychee.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/products/lychee.png	(from https://grostore-html.themetags.com/index.html)
15:39:26	33239/33239	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/banner/vegetables.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/banner/vegetables.png	(from https://grostore-html.themetags.com/index.html)
15:39:27	10894/10894	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/shapes/bg-shape-4.png	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/shapes/bg-shape-4.png	(from https://grostore-html.themetags.com/index.html)
15:39:29	223789/223789	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jul%202023%2020:18:22%20GMT	https://grostore-html.themetags.com/assets/img/banner/banner-2.jpg	/home/chinekwe/Projects/Grostore/grostore-html.themetags.com/assets/img/banner/banner-2.jpg	(from https://grostore-html.themetags.com/index.html)
